image_id,ground_truth_labels,finetuned_labels,finetuned_scores,pretrained_labels,pretrained_scores
1119076205,[1],"[ 2  1  1 21  9  5  1  2  1 11 25 22  2 10  1 26  1 22  7  2  2  8 15 23
 11 14 11 19  7  8  2  2 17 11 24  5 25 21  9 21  6  1 22  2  7 11  1  1
  2  1 14  2 13  8  5 11 26  1  4 22  2  2  9 21 26  1 21  6 20 16  6  1
 26  9 27 14  1 24  2  5 25  1 20 10  2 26 10  1  1  9  2 24 26 22 22]","[0.8987819  0.6833186  0.6011264  0.44064707 0.40302074 0.35400438
 0.3310061  0.30697882 0.26662204 0.2514816  0.22369538 0.21925081
 0.19645824 0.19611515 0.1906533  0.18932018 0.18844107 0.17111155
 0.1490843  0.14715846 0.14011401 0.1334076  0.13218404 0.12499207
 0.1217491  0.11945816 0.11801096 0.11083949 0.10449368 0.10106631
 0.09850223 0.09796819 0.0977373  0.0974654  0.09689171 0.09662583
 0.09600475 0.09574233 0.09496742 0.09446165 0.09018233 0.08785827
 0.08408039 0.08390996 0.08343197 0.08209351 0.08128686 0.07764278
 0.07627633 0.07503156 0.07498737 0.07224351 0.07214817 0.07092533
 0.06959195 0.06737664 0.06672972 0.06604052 0.06524645 0.0637879
 0.06377938 0.06376166 0.06312229 0.06242222 0.06208508 0.06157751
 0.06131347 0.05997083 0.05976111 0.05908377 0.05870661 0.05835979
 0.05829481 0.05771941 0.05736906 0.05700332 0.05661907 0.05618246
 0.05580487 0.05477945 0.05427534 0.05379618 0.05344925 0.05340964
 0.05311691 0.05235701 0.05229203 0.052286   0.05197797 0.05177056
 0.05146271 0.05101307 0.05069016 0.05008892 0.05006534]","[ 1  1  1  1 27 77  1 63 31 40  1 40 74 27 65  1 40 65 73 75 77 32 84  1
 31 75  1 63  1 84 63 62 42 84 32 42  1 84 27 84 85 75 32 84 84  1 75 32
 32 63 40 31 67 65 65 75 65 34 31 63 65 73  1 32 27  1 60 63 77 31 77 44
 75 37 77 73 31 40  1 27 84 84 33  1 39 32 75  1  1 65]","[0.75731224 0.5603665  0.4403174  0.40786454 0.40715286 0.36036724
 0.29736394 0.23914094 0.2375157  0.2297274  0.21684729 0.20134719
 0.1696268  0.16270703 0.16029467 0.14828876 0.14561847 0.14218116
 0.13649605 0.13567787 0.1300155  0.12932599 0.12721497 0.12622005
 0.12438603 0.12321553 0.11648181 0.11390837 0.10979268 0.10737151
 0.10712916 0.10498858 0.10489646 0.10315853 0.09859418 0.09667058
 0.09564953 0.09109019 0.08884872 0.0885167  0.08841272 0.08831453
 0.08822415 0.08686895 0.08588027 0.08472867 0.0843629  0.08375561
 0.08295934 0.08126728 0.07913393 0.0775285  0.07715848 0.07703637
 0.07571221 0.07474995 0.07273673 0.07171869 0.07025834 0.06960618
 0.06716111 0.06599355 0.06496395 0.06391673 0.06333488 0.06292727
 0.06247513 0.06159902 0.06037726 0.06035377 0.05981375 0.05975882
 0.05946419 0.05912521 0.05834651 0.05785591 0.05735544 0.05684981
 0.0568184  0.05674249 0.05663509 0.05652828 0.0547199  0.05293362
 0.05259129 0.051996   0.05171078 0.05105712 0.05052773 0.05049716]"
1119986340,[5],"[ 5  2 21  7  9 14 17 23 10  4  1 19 20  5  6  5 24  8 11 15 27 18 22 12
 23  0 19 25 21  2 26  2 25  9 10 15 28 23  2 21 10  2  9  2  1 13 17  3
  2  5  2  5 22 15  5  2 22 15  2  5  2 15  2  9  1  5 16  2 26  5  5  5
 15  5 18 23  5  5  5 22  0]","[0.99218583 0.44489738 0.38261518 0.35083413 0.33221632 0.32553208
 0.3228287  0.30647916 0.30407956 0.27987602 0.24861717 0.24677977
 0.24015224 0.23740259 0.20397867 0.19203432 0.17979383 0.17777687
 0.17021255 0.157677   0.15739082 0.14740495 0.14664742 0.13771829
 0.13349053 0.13254963 0.1256996  0.11494058 0.11447031 0.10394519
 0.10327889 0.10117345 0.09121352 0.09104019 0.09043828 0.08950196
 0.08862773 0.08841525 0.08497821 0.08490028 0.08454605 0.08178785
 0.08041924 0.07948433 0.07887024 0.074963   0.07471321 0.07445336
 0.07383528 0.07383243 0.07365946 0.07292867 0.07186653 0.07108598
 0.06969087 0.06885317 0.06863782 0.06487743 0.06377801 0.06356011
 0.06292825 0.06258381 0.06240378 0.06160137 0.06072282 0.05990286
 0.05830593 0.05779725 0.05730128 0.05592577 0.05588082 0.05558843
 0.05554634 0.05385109 0.05351109 0.05252038 0.05210821 0.05179776
 0.05103437 0.05059645 0.05012845]",[85 34 62 13 37 62 10 13 13 10 90 10  6 85 31 55 37 37 31 85 51 52 50],"[0.9936114  0.2525963  0.18163417 0.136238   0.1344886  0.12575929
 0.1147232  0.11244226 0.10820913 0.1081942  0.08984851 0.08774797
 0.07747932 0.07330137 0.07283894 0.07231303 0.0677162  0.06651045
 0.06503092 0.05904769 0.05895507 0.0505026  0.05021834]"
1120806347,[1],"[ 1  2  2  1  1  5  1  9  2  1  1 11  1  2  2 21  2  1  2  9  2  1  5  6
 21 22  7  8 25 25  1  2  1  1 17  2 20  4  1 25  1  3  1 19  2 24 25  1
 25  1 14 21 10  2  2  4 22 18  8  7  9  1 28 11 21  1 13  2]","[0.80879766 0.3190058  0.2685684  0.21361372 0.16054611 0.15785705
 0.13731134 0.129217   0.11601418 0.112875   0.11089841 0.11067379
 0.10476257 0.10141056 0.09908158 0.09892604 0.09424453 0.0930013
 0.09241142 0.08985671 0.08523939 0.08122964 0.08090086 0.07972131
 0.0752646  0.07498246 0.07328526 0.07141197 0.07025573 0.06999065
 0.06982908 0.06885788 0.06790284 0.06766959 0.06678275 0.06664698
 0.0653768  0.06375274 0.06052171 0.06010624 0.05986069 0.05930937
 0.0593021  0.05925013 0.05898526 0.05896302 0.05868259 0.05768044
 0.05641034 0.05631092 0.05617756 0.05564952 0.05556872 0.05430699
 0.0541926  0.05385675 0.05370708 0.05358386 0.05340005 0.05299411
 0.05264436 0.05230221 0.05199084 0.05145416 0.05072336 0.05051075
 0.05011106 0.05003476]","[ 1 85  1 77  1 88  1 84  1  1 44  1 67 62  1 16 17  1 18 67 75 47 86  1
 60 44 84 72 77  1  1  1 72  1  1 90 44 73  1 74 53  1 47 32 65 63  1 67
 88 72 31 31 31 65 60 60 61  1 62 62  1 54 84 63 80  1  3  1 32  1  1  1]","[0.8125508  0.3210027  0.3194463  0.21568626 0.18264472 0.17190973
 0.17028841 0.16076191 0.1569662  0.13993405 0.13180147 0.12824668
 0.12544791 0.12038074 0.10793305 0.10154236 0.10023154 0.09895775
 0.09797198 0.09730901 0.09670003 0.09565458 0.09538898 0.08956034
 0.08801022 0.08738212 0.08727245 0.0846938  0.08448495 0.08383803
 0.08254037 0.08182312 0.07985276 0.07575453 0.07423677 0.07269597
 0.07153597 0.06935512 0.069342   0.06817717 0.06794285 0.06686256
 0.06685066 0.06427255 0.06348313 0.06334973 0.06311698 0.06223932
 0.0620764  0.06196744 0.06169493 0.06134108 0.06096194 0.05899561
 0.05730629 0.05671803 0.05614441 0.05604399 0.05576288 0.05521769
 0.05476697 0.05411644 0.05397664 0.05396605 0.05352654 0.0533662
 0.05166006 0.05137988 0.05126666 0.05108761 0.05050367 0.05033391]"
1125820716,[13 14],"[ 2  2 22  9 19 14  1  2  9 21 21 10  5  1  5  7 11 11 26  2 26 25 22  2
  9  1 15 10 24 10  7  6 25 14  7 22  2 26  5  8  2  2 15 10 14  4 14 21
 21 19 19  1 17 10  6 21 12  5  2 26  2  5 26  2  8  2 10 19  2 14 26 26
  3 17 19  2 10  6  9 26  2 14 18 19  2  2 10 11 26 13 19  2 26  8  2 26
  9 19 19 22  1 13 12  5 22 19  4 10 24 15  2  9  1 26 25 14 19 20 23  4
 25  5 11 18 10 19 22  2 14  9 12 19  7  2  3  5 24 10  5 22 11  5]","[0.6483399  0.5692324  0.43003026 0.37408534 0.3432857  0.2908949
 0.27764186 0.26766405 0.2599322  0.24305929 0.24131924 0.20919393
 0.2046948  0.19865343 0.19525643 0.18854143 0.17545824 0.17470592
 0.1729846  0.16406511 0.15822993 0.15236102 0.15138705 0.14980839
 0.14116807 0.13595457 0.13576011 0.13366744 0.1289597  0.12686968
 0.12628748 0.12575568 0.12534471 0.12367303 0.12140117 0.1207976
 0.12064685 0.11605639 0.11516259 0.11184214 0.1098318  0.10762618
 0.10596315 0.10095108 0.10073901 0.09847055 0.09639083 0.09359318
 0.09144114 0.09097096 0.08950435 0.08697476 0.08659078 0.08656953
 0.0864629  0.08587486 0.08576176 0.08537235 0.08467357 0.08397546
 0.08364201 0.08241219 0.08202685 0.08122765 0.08054325 0.07866634
 0.07646251 0.07631209 0.07593077 0.07478494 0.07459781 0.07378709
 0.07355089 0.07287583 0.07284169 0.0726299  0.07200095 0.07191776
 0.0711631  0.07097425 0.06891961 0.06886645 0.06848628 0.06805436
 0.06789149 0.06718925 0.06661462 0.06659559 0.06650589 0.06624588
 0.06610257 0.06609523 0.06531011 0.06500541 0.0646393  0.06393455
 0.06366862 0.06313919 0.06262571 0.0626067  0.06254941 0.06225574
 0.0619368  0.06148042 0.06139279 0.06084149 0.06064961 0.06018058
 0.0601275  0.05933214 0.05878498 0.0586868  0.05863073 0.05742465
 0.0569998  0.05691111 0.05673993 0.05616213 0.05488811 0.05437329
 0.05432964 0.05421873 0.05409313 0.05399837 0.05381184 0.05366125
 0.05274557 0.05246647 0.05207618 0.05185645 0.05184666 0.05173595
 0.05167799 0.05154493 0.0513285  0.05115133 0.05081739 0.05063914
 0.05059114 0.05039841 0.05037022 0.05006713]","[77  1 76  1 77 73 75 76 75  1 74  1 75 77  1 73 67 67 74 73 75 77 65 67
 75 67 84 73 75 84 82  1 74 47 76 84 75 76 67 76 72 77 51 58 85 65 77 70
 63 85 62]","[0.67679507 0.6477053  0.51327807 0.46820655 0.25262204 0.24470276
 0.2297042  0.2223733  0.1962948  0.1823535  0.16764198 0.15338582
 0.13597193 0.12499759 0.11625428 0.11447006 0.11384244 0.10811838
 0.10581302 0.10091998 0.090696   0.08942468 0.08865459 0.08622646
 0.08438712 0.07887934 0.07721223 0.07428598 0.06953267 0.06920741
 0.06817422 0.06479293 0.06416761 0.0639708  0.06367438 0.06339641
 0.06327955 0.06162103 0.06039554 0.06031972 0.05752272 0.05741379
 0.05692883 0.05598339 0.05590698 0.054326   0.05431297 0.05385709
 0.05288046 0.05275777 0.051272  ]"
1125851419,[22],"[ 2 22  1 10 15  5  9  5  2  5  2 22 22 24 23  7 11 21  5 10  8  1  8 12
 15 21 18 14 11  0 12 13 21  1  6  2 25  2  2 26 21 22 26 17]","[0.57773477 0.4957     0.31142583 0.24206524 0.22154295 0.20210996
 0.1652034  0.14099073 0.1249381  0.12415615 0.11224169 0.10839496
 0.10438958 0.09487943 0.08648283 0.08384966 0.08148331 0.0796144
 0.07922404 0.0784903  0.07380748 0.07350957 0.07285219 0.07046244
 0.06938187 0.06913389 0.06866364 0.06813029 0.06618154 0.06555023
 0.06253786 0.06217173 0.06091956 0.05946676 0.05921649 0.05655203
 0.05638156 0.05609041 0.05597545 0.05582344 0.05231098 0.05152832
 0.05038162 0.05023121]","[ 8  6  7 10  6  8 14  3  3 10  1 82  6  8 84 72 10 10  3  3  8 62  6 10
  8  6 10  1 33 10 10  8 84 80  1  1 10 10 14  3 10  4 10 10 10  1 10 78
 10 62 84 10 14 10 80 10 10  1  8  5 10  3]","[0.36254293 0.35583252 0.35493112 0.32502982 0.28026858 0.27654117
 0.19326368 0.19094868 0.14195319 0.13952693 0.13649303 0.12353832
 0.11150331 0.10704882 0.10682558 0.1049506  0.10419828 0.10211944
 0.09860361 0.09518099 0.09365357 0.09201746 0.08720147 0.08650536
 0.08439303 0.08251747 0.08241624 0.08042147 0.07916375 0.07545727
 0.07521832 0.07442732 0.07398918 0.07200237 0.06640656 0.06525708
 0.06276684 0.06206987 0.06116741 0.06060135 0.06009939 0.05880916
 0.05833964 0.05786663 0.05744362 0.05717741 0.05666429 0.05663436
 0.05611796 0.05597118 0.05571416 0.0552388  0.05454857 0.05445921
 0.05420729 0.05409428 0.05260788 0.05230208 0.05227699 0.05214613
 0.05073343 0.05033094]"
1126139173,[10],"[10  2 21 19 15 15 22 14 10 10 15  6 10 21 10 11  9 17 10 23  8  1 25 13
 22 10  5 15 18  3 28 21 22  7 15  6 19 16  6  6 26 22 10 24 10  2 16 26
 28 27 10 15 21 10]","[0.7845297  0.7292962  0.7067496  0.52893615 0.26577178 0.25979647
 0.2533912  0.2148083  0.19918175 0.18101914 0.17583863 0.15531129
 0.15393    0.14712544 0.14535792 0.13539249 0.12943403 0.11964696
 0.11948027 0.11287488 0.11083555 0.10220885 0.10020309 0.09424291
 0.09267264 0.08730436 0.08239754 0.07796382 0.07681801 0.07525169
 0.07491641 0.07490202 0.07283944 0.07180506 0.07122435 0.07103664
 0.07005889 0.06889745 0.06689841 0.0642843  0.0618729  0.06186547
 0.06167203 0.06026746 0.05951037 0.05872518 0.05824915 0.05631241
 0.0526142  0.05238723 0.05232842 0.05152213 0.05127004 0.0507774 ]","[63 13 62 34 10  6 85 37 13 10 10 13 10 15 90 67  3 10 55 10 13 37 67 51
 37 28 14 10  7 38 51 37  8 44 10 63 62]","[0.76025116 0.28633377 0.2692023  0.26274747 0.23806666 0.21024567
 0.14442942 0.14127812 0.13666074 0.12457094 0.11755084 0.11275743
 0.09934165 0.09034115 0.08828011 0.08055244 0.07925273 0.07315085
 0.07203364 0.07197105 0.07023685 0.068342   0.06795422 0.06706944
 0.06678542 0.06616341 0.06307702 0.0618453  0.06055612 0.0592155
 0.0574171  0.05732818 0.05658389 0.05526878 0.05222825 0.05068212
 0.0503204 ]"
1128581053,[22 22 22],"[22 22 22  2  1  1 11 10 11 22 16 21  2  5  1  1 15  1 23 15 14  1  1  8
 14  1 26 15 11  1  1 22  2 13  4  7  1  1 10  5 22  7  1 22 12 26  5  7
  1 10 10 10 11  1 11  7  1 10  1  6  1  4]","[0.6555282  0.5300558  0.39875868 0.2883652  0.2561505  0.2458406
 0.19373266 0.15551215 0.13624872 0.1335914  0.11880179 0.11196718
 0.10919189 0.10651609 0.10539135 0.10305308 0.09981401 0.09223444
 0.09067144 0.08895522 0.07821994 0.07717466 0.06960488 0.06828108
 0.0675782  0.06722651 0.06679541 0.06472378 0.06467112 0.06465316
 0.06431039 0.06374208 0.06366116 0.06356827 0.06289731 0.06204775
 0.06098703 0.06023128 0.05830243 0.05742645 0.05660604 0.05624248
 0.0561699  0.05579092 0.05494339 0.05443818 0.05358855 0.05344709
 0.05275748 0.05266821 0.05211408 0.05197008 0.05196958 0.05192752
 0.05161248 0.05147111 0.05147024 0.05136602 0.05089642 0.05064033
 0.05045655 0.05039241]","[ 3  8  1  1  3  1  1 34  1  9  3  1  8  1  8  1  1  1  1 27  1 62  1 64
  3  1  8 31 27  5 31  6  1 28 52  1 15  7  1  1  1  8  1 31 31  9  1  1
 15 62  1 64  4  3  1  1 70  1 28  1 31  1 34  8 27  3  1  3  8  9 31 19
  5  1 41  3  6  8 64 27  9  3 31  1  3  1  1 28 31  1  4 15  3 27 27 15
  1 38 15  1 28  1 16  1 64  1 31 28  1  1 31  8  3  1  3  1  8  1  1  1
  1 15 28 33 40  3  8  1 15  1  1 64 36  6 27 31 15 15  8 65  1]","[0.82274    0.7545007  0.66730535 0.5762503  0.46736857 0.41694292
 0.32100487 0.31216028 0.2609331  0.21781845 0.1958567  0.19323856
 0.19225909 0.19196413 0.18482187 0.17823108 0.17723018 0.16626811
 0.16008139 0.15179293 0.14872423 0.14235218 0.1402681  0.13975681
 0.13826099 0.13698292 0.13658607 0.13485856 0.13094832 0.12607913
 0.12603822 0.11512204 0.11087688 0.11055468 0.11036455 0.1067993
 0.10456732 0.10440181 0.09433832 0.09247402 0.09177393 0.09041206
 0.08942963 0.08910189 0.08908264 0.08899788 0.08700778 0.08607787
 0.0856767  0.0842825  0.08417167 0.08357856 0.08127982 0.08068139
 0.07984756 0.07910021 0.07906396 0.07777922 0.07516912 0.07197815
 0.07194136 0.07171115 0.07127534 0.070862   0.07077066 0.07055902
 0.07020985 0.07020362 0.06931233 0.06868187 0.06813396 0.06763115
 0.06708237 0.06697126 0.06680651 0.06679224 0.06672365 0.06544545
 0.06540029 0.06510171 0.06498473 0.06447177 0.06422894 0.06395139
 0.06256022 0.06227816 0.06202034 0.06177929 0.06141914 0.06141517
 0.06136937 0.06127955 0.0612742  0.06090969 0.06074223 0.06069233
 0.06028127 0.06005013 0.05992656 0.05978712 0.05936961 0.05926958
 0.05890122 0.058743   0.05858303 0.05857835 0.05856757 0.05794101
 0.05792366 0.05758836 0.05752177 0.05743739 0.05718725 0.0569553
 0.05671215 0.05667132 0.05648629 0.05588784 0.05533836 0.05527285
 0.05473268 0.05450479 0.05438301 0.05435137 0.05422318 0.05410088
 0.05409017 0.05391004 0.0536837  0.05346585 0.05324978 0.05300568
 0.05279734 0.05275456 0.05240788 0.05213898 0.05168012 0.051187
 0.05114378 0.05091143 0.05008304]"
1129860095,[23 23 23],"[10  5 16 10 10 23 23  5 10 24 21 22 19 15  5  3 17  7  5  1 10 10  0 10
 16 21 10  7 23  6 16  0  7  5  2  1 20  5  2 18 23  6 10 16 21  1  8 21
  1 13  8 20 23 10 16 24  2 17 28  0  7  2 15 10 10 17 16  2 16  3 10 15
 25 21  5 23  5 10 19  3 13 25 10 10  0 10  9 16  7 11  5  6 24  1  8 14
  8 10 10 14 16 26 21 15 23  0 20 21 25 13  5 25 10]","[0.44393006 0.43562368 0.40175042 0.38799146 0.3437297  0.27967831
 0.25219336 0.24107227 0.23735632 0.23105049 0.23041621 0.20263723
 0.20053425 0.19904007 0.17053409 0.16980033 0.16774581 0.1546074
 0.15132278 0.15050583 0.1387175  0.11665692 0.11392131 0.10946324
 0.10937236 0.1091062  0.10794887 0.10593099 0.10454633 0.10412293
 0.10085895 0.09592626 0.09485748 0.09435934 0.09329225 0.09274943
 0.09203946 0.0910622  0.08960273 0.08822765 0.08716948 0.08701586
 0.08584283 0.08502338 0.08477958 0.08399929 0.08203959 0.08086792
 0.07789719 0.07746581 0.07655947 0.07429949 0.07414047 0.07350054
 0.07235798 0.07198905 0.07161457 0.07146122 0.07064614 0.07005533
 0.06939028 0.06931283 0.06900939 0.06844785 0.06766444 0.06640218
 0.06624975 0.06618062 0.0656613  0.06527174 0.06501532 0.06457281
 0.06424845 0.06201999 0.06144363 0.06083683 0.06055906 0.06039196
 0.06027749 0.06006414 0.06002929 0.0589275  0.05892151 0.05884349
 0.05851208 0.05827338 0.05814735 0.05737112 0.05650751 0.05646753
 0.05583358 0.0557682  0.05550104 0.05528847 0.05491269 0.05477656
 0.05471458 0.0546636  0.05458887 0.05436363 0.05385343 0.05347048
 0.05318367 0.05291358 0.05268702 0.05264633 0.05193165 0.05143691
 0.05129249 0.05106916 0.05096933 0.05071026 0.05028439]","[64 64 64 51 86 64 64 64 86 34 64 81 62 62 64 62 64 67 62 67 62 64 72 67
 67 64 67 64 64 64 62 15 72 86 90 62 67 17 62 86 67 62 51 64 67  1 28 64
 67 67 86 72 51 67 64 64  1 55 67 86 62 64 64 37 28 64 64 81 56 64 47 51
 67 64 67 64  1 53 86 67 64]","[0.78884614 0.6634084  0.57781357 0.5615575  0.5555336  0.49981368
 0.4014799  0.32360563 0.25834355 0.21843734 0.21013977 0.19494005
 0.19471112 0.19189416 0.15008895 0.15005648 0.14118616 0.13587192
 0.13466726 0.12788871 0.1261098  0.12365636 0.11630301 0.10771307
 0.10479034 0.10213824 0.10182161 0.1013568  0.09917169 0.09805225
 0.09217834 0.09054607 0.09040757 0.08762058 0.08406381 0.08378977
 0.08290664 0.08112522 0.08105032 0.08095689 0.07740342 0.07729061
 0.07595304 0.07521111 0.07335258 0.0722202  0.07128292 0.06993876
 0.06973638 0.06907535 0.06898461 0.0688838  0.06868963 0.06847157
 0.06828978 0.06729682 0.0654431  0.06503331 0.06499872 0.06456751
 0.06449176 0.0622459  0.0618481  0.05995851 0.05941509 0.05940576
 0.05920512 0.05885256 0.05879749 0.05860089 0.05857947 0.05851195
 0.05766808 0.05708517 0.05591558 0.0548015  0.05416102 0.05349122
 0.05295869 0.05074123 0.05017317]"
1130245212,[22 22],"[22  2 22 11 15  1  2 22 22  7  2 10  4 15 22  5  1 15  1  2 26 11  4  5
 10 21  2 14  9  5 26 22 11  2  5 22 15  8 22  5  2 22 22  8 11 12 26 18
 10  1  7 21 21  2 23  5  2 22  9 22  9 22 12 23 22 22 22 23 22  1  2 12
 18  3 22 17 22  5 26  7  9 22  7  2 22 24 10 22 12  9  5  1 10 24  8  5
  2 22 21  2  2 25 22 13 12 22 24]","[0.9126428  0.6975527  0.5281855  0.45863613 0.26283264 0.20899746
 0.20344707 0.19116376 0.18635556 0.17315507 0.16881788 0.15346017
 0.14190608 0.13900456 0.13206647 0.13205168 0.13170576 0.12813841
 0.12246452 0.1223075  0.12029116 0.11865679 0.11806117 0.11740547
 0.11496006 0.11245651 0.11057726 0.10836457 0.10008885 0.09993438
 0.09751484 0.09624355 0.09273557 0.09254187 0.09253425 0.09204452
 0.09021546 0.08999339 0.08984373 0.08818506 0.0880855  0.08594792
 0.08524845 0.08429344 0.08429169 0.08265419 0.08262526 0.08254901
 0.08187244 0.08133505 0.07948623 0.07876727 0.0785112  0.07687702
 0.07681742 0.07545216 0.0738428  0.07360863 0.07165475 0.07056642
 0.06959322 0.0695198  0.06845579 0.06820235 0.06760917 0.06696551
 0.06616499 0.06586625 0.06556047 0.06553593 0.06508919 0.06484712
 0.0643686  0.06393896 0.06154789 0.06153335 0.06142426 0.06132695
 0.06128439 0.06116904 0.06060703 0.05899391 0.0589226  0.05855038
 0.0582657  0.05806249 0.05743325 0.05708378 0.05648351 0.0563793
 0.0561933  0.056089   0.05592913 0.05585322 0.05546356 0.05444251
 0.05442417 0.0540057  0.05386663 0.05354075 0.05264384 0.0523495
 0.05179942 0.05082998 0.05064011 0.05051811 0.05041318]","[ 3  3  3  3  8  3  3  3  8  3  1  3  3  8  6  3  8  8  6  3  3  8 13  1
 10  8  3  8 77  8  8  3  3 14  8  3  6  6  8  8  3  3  6  3  8  3  6  6
 84  3  3  3  3 35  8  1  1  6  4  1  3  3 27 84  3  3  6  3 14  6  3  6
  1 84  8  3  3  3  3  3  3 84  3 77  8  3  3  6  8  3  9  6  3  3 85  8
  6  3  4  8  1  3  3  3  1  3  3  8  1  1  1  3  8  3  3 36  1  8  1  6
  3  3 73  3  3  8  6  3  6  3  3  3  1  3 84  3  1 84  6  3  3  8  1  3
  3]","[0.9386981  0.8037818  0.5340205  0.3854302  0.3718235  0.3537416
 0.28161174 0.24947396 0.24429561 0.24279635 0.20722    0.1988228
 0.193972   0.19375198 0.19190525 0.18939236 0.17528783 0.17359161
 0.16792266 0.16396935 0.156403   0.15406652 0.15332769 0.14902015
 0.14656623 0.14235726 0.1412468  0.13826467 0.13628304 0.13102934
 0.12721314 0.11948141 0.11807749 0.11444978 0.11382957 0.11290725
 0.11239819 0.11150466 0.10550491 0.10356501 0.10319567 0.1029768
 0.09715509 0.09648349 0.09566562 0.09425992 0.09130076 0.08935209
 0.08892431 0.08710278 0.08575601 0.08397236 0.08378068 0.08156364
 0.08129785 0.08047634 0.08001265 0.0797099  0.07907426 0.07864917
 0.07731871 0.07727143 0.07715207 0.07680536 0.07654411 0.07649834
 0.07611667 0.07596987 0.07493467 0.07487024 0.07450363 0.07404105
 0.07373703 0.07261978 0.07246056 0.07196742 0.0718107  0.07164361
 0.07130066 0.07083318 0.07014205 0.06973559 0.06961372 0.0690162
 0.06887259 0.06783833 0.06748813 0.06735796 0.0668855  0.06671387
 0.06666204 0.06512364 0.06466237 0.06466121 0.06441216 0.06409288
 0.06334832 0.06334222 0.06275905 0.06275058 0.0625545  0.06169561
 0.06159082 0.06134331 0.06098785 0.06035973 0.06015537 0.06008989
 0.05975736 0.05932078 0.05867114 0.05859618 0.05825    0.05789634
 0.05784202 0.05766252 0.05691925 0.05636115 0.05538769 0.05522597
 0.05512428 0.05485054 0.05463814 0.05459395 0.05359952 0.05354549
 0.05353604 0.05339938 0.05327152 0.05324315 0.05320048 0.05298104
 0.05267565 0.052375   0.05228452 0.05226028 0.05193123 0.05186702
 0.05178929 0.05046583 0.05041234 0.05038635 0.0503444  0.05033909
 0.05001405]"
1137158013,[22],"[22 11  2 21 10  7 26 12  1  9 14 22 15  4 23  5 16 17  3  5 17 17 22 22
 22 14 25 23 15 24  5  6  2 22  8 22  5 19  1 16  4 22 13  5]","[0.87900716 0.5771113  0.5082525  0.3242203  0.2944165  0.29091445
 0.25889012 0.24077    0.23956437 0.22667523 0.1908898  0.15767263
 0.15414049 0.15294994 0.12357073 0.11773226 0.11475613 0.11117883
 0.10292041 0.09674325 0.09331146 0.09005293 0.08777889 0.07496675
 0.07094105 0.06905594 0.06815809 0.06674616 0.06646057 0.06513616
 0.06454348 0.06337307 0.06264132 0.06191242 0.06062054 0.05975186
 0.05866736 0.05705883 0.05455435 0.0543473  0.05370594 0.05315929
 0.05274922 0.05153612]",[ 3  8  1  1  1  1  1  1  1  1  1  4  1  1  1  1  1 77 33 27  6  1  1],"[0.85250777 0.21939826 0.15002486 0.13286842 0.12958041 0.12769544
 0.12483642 0.11664727 0.10692746 0.10611066 0.10410118 0.0921561
 0.07414465 0.07315715 0.06611695 0.06584471 0.0646439  0.06164464
 0.05773799 0.05533221 0.05451703 0.0538471  0.05074072]"
